Name,Score,Genres,Type,Episodes,Aired,Premiered,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch
Chu-Bra!!,6.23,"Ecchi, Comedy, School, Seinen",TV,12,"Jan 4, 2010 to Mar 22, 2010",Winter 2010,Zexcs,Manga,24 min. per ep.,PG-13 - Teens 13 or older,7189.0,2462,42810,53,1970,24473,1698,4510,10159
Unko-san: Tsuiteru Hito ni Shika Mienai Yousei,5.35,"Comedy, Magic",TV,13,"Mar 18, 2009 to Jul 20, 2009",Spring 2009,Kachidoki Studio,Original,2 min. per ep.,PG - Children,10059.0,11544,630,0,39,145,27,128,291
Reporter Blues,6.43,"Mystery, Comedy",TV,52,"Oct 3, 1991 to Nov 8, 1991",Fall 1991,TMS Entertainment,Original,22 min. per ep.,PG-13 - Teens 13 or older,6252.0,11159,745,1,38,236,30,95,346
Asura Cryin' 2,7.31,"Action, Supernatural, Mecha",TV,13,"Oct 1, 2009 to Dec 24, 2009",Fall 2009,Seven Arcs,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2283.0,2088,56393,111,1444,42743,1179,1152,9875
11eyes,6.16,"Action, Ecchi, Super Power, Supernatural",TV,12,"Oct 7, 2009 to Dec 23, 2009",Fall 2009,Doga Kobo,Visual novel,25 min. per ep.,R - 17+ (violence & profanity),7510.0,710,207294,503,7301,146869,5348,11106,36670
Fairy Tail,7.68,"Action, Adventure, Comedy, Magic, Fantasy, Shounen",TV,175,"Oct 12, 2009 to Mar 30, 2013",Fall 2009,"Satelight, A-1 Pictures",Manga,24 min. per ep.,PG-13 - Teens 13 or older,1076.0,32,1312470,46658,185463,737096,108697,148408,132806
Kuroshitsuji II,7.22,"Action, Comedy, Historical, Demons, Supernatural, Shounen",TV,12,"Jul 2, 2010 to Sep 17, 2010",Summer 2010,A-1 Pictures,Manga,24 min. per ep.,R - 17+ (violence & profanity),2684.0,298,437730,4065,12821,340878,7455,9903,66673
Natsu no Arashi! Akinaichuu,7.32,"Comedy, Romance, Supernatural",TV,13,"Oct 5, 2009 to Dec 28, 2009",Fall 2009,Shaft,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2261.0,3903,17376,10,839,9019,584,466,6468
Durarara!!,8.18,"Action, Mystery, Supernatural",TV,24,"Jan 8, 2010 to Jun 25, 2010",Winter 2010,Brain's Base,Light novel,24 min. per ep.,R - 17+ (violence & profanity),329.0,57,1111256,29775,78950,651208,62664,44157,274277
Dance in the Vampire Bund,7.06,"Action, Supernatural, Vampire",TV,12,"Jan 7, 2010 to Apr 1, 2010",Winter 2010,Shaft,Manga,24 min. per ep.,R+ - Mild Nudity,3381.0,781,189926,715,8807,119903,6608,11124,43484
Tatakau Shisho: The Book of Bantorra,7.24,"Action, Fantasy, Seinen, Super Power",TV,27,"Oct 2, 2009 to Apr 2, 2010",Fall 2009,David Production,Light novel,24 min. per ep.,R - 17+ (violence & profanity),2591.0,2135,54376,181,4162,16495,3003,3707,27009
Shakugan no Shana III (Final),7.56,"Action, Supernatural, Drama, Romance, Fantasy",TV,24,"Oct 8, 2011 to Mar 24, 2012",Fall 2011,J.C.Staff,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,1399.0,716,205429,1168,7906,135142,6868,6339,49174
Kuuchuu Buranko,7.96,"Comedy, Psychological, Drama, Seinen",TV,11,"Oct 15, 2009 to Dec 24, 2009",Fall 2009,Toei Animation,Novel,23 min. per ep.,R - 17+ (violence & profanity),584.0,1766,73503,1108,3930,23128,3383,3354,39708
So Ra No Wo To,7.56,"Military, Sci-Fi, Music, Slice of Life",TV,12,"Jan 5, 2010 to Mar 23, 2010",Winter 2010,A-1 Pictures,Original,24 min. per ep.,PG-13 - Teens 13 or older,1384.0,1090,136174,1353,6916,56423,5742,5678,61415
InuYasha: Kanketsu-hen,8.22,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",TV,26,"Oct 4, 2009 to Mar 30, 2010",Fall 2009,Sunrise,Manga,24 min. per ep.,PG-13 - Teens 13 or older,294.0,692,213386,2087,8713,150825,5703,3539,44606
Iron Man,6.1,"Action, Mecha, Drama",TV,12,"Oct 1, 2010 to Dec 17, 2010",Fall 2010,Madhouse,Other,24 min. per ep.,PG-13 - Teens 13 or older,7809.0,3322,24456,31,1193,13112,969,3531,5651
Deadman Wonderland,7.22,"Action, Horror, Sci-Fi, Shounen, Supernatural",TV,12,"Apr 17, 2011 to Jul 3, 2011",Spring 2011,Manglobe,Manga,24 min. per ep.,R - 17+ (violence & profanity),2673.0,79,946514,6313,34609,693044,23219,30556,165086
Hakuouki,7.41,"Action, Historical, Supernatural, Drama, Samurai, Josei",TV,12,"Apr 4, 2010 to Jun 20, 2010",Spring 2010,Studio Deen,Visual novel,23 min. per ep.,R - 17+ (violence & profanity),1886.0,1040,142384,2030,7409,78891,4897,6279,44908
Stitch!: Itazura Alien no Daibouken,6.13,"Adventure, Comedy, Kids, Sci-Fi",TV,29,"Oct 13, 2009 to Jun 29, 2010",Fall 2009,Madhouse,Other,25 min. per ep.,G - All Ages,7675.0,9242,1710,4,68,944,46,95,557
Tamagotchi!,6.3,"Comedy, Kids",TV,143,"Oct 12, 2009 to Sep 3, 2012",Fall 2009,OLM Digital,Game,25 min. per ep.,G - All Ages,6917.0,10343,1059,11,75,243,62,128,551
Battle Spirits: Shounen Gekiha Dan,6.98,"Game, Military, Adventure, Magic",TV,50,"Sep 13, 2009 to Sep 5, 2010",Fall 2009,Sunrise,Card game,23 min. per ep.,PG - Children,3712.0,8230,2547,4,154,1212,74,167,940
Saikyou Bushouden: Sangoku Engi,6.83,Historical,TV,52,"Apr 4, 2010 to Mar 27, 2011",Spring 2010,"Future Planet, Beijing Huihuang Animation Company",Novel,25 min. per ep.,PG-13 - Teens 13 or older,4299.0,8693,2104,5,120,335,82,121,1446
Wolverine,6.1,"Action, Martial Arts, Super Power",TV,12,"Jan 7, 2011 to Mar 25, 2011",Winter 2011,Madhouse,Other,23 min. per ep.,PG-13 - Teens 13 or older,7809.0,3501,21904,25,1119,12357,808,2270,5350
X-Men,6.37,"Action, Drama, Super Power",TV,12,"Apr 1, 2011 to Jun 24, 2011",Spring 2011,Madhouse,Other,23 min. per ep.,PG-13 - Teens 13 or older,6543.0,3454,22358,36,1238,12764,923,2149,5284
Blade,6.24,"Action, Drama, Horror, Vampire",TV,12,"Jul 1, 2011 to Sep 16, 2011",Summer 2011,Madhouse,Other,24 min. per ep.,R - 17+ (violence & profanity),7158.0,3410,22934,24,1076,12368,789,1969,6732
Working!!,7.7,"Comedy, Romance, Seinen, Slice of Life",TV,13,"Apr 4, 2010 to Jun 27, 2010",Spring 2010,A-1 Pictures,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,1044.0,375,357762,2378,14989,222098,10112,10575,99988
Gegege no Kitarou (1971),6.45,"Adventure, Super Power, Demons, Supernatural",TV,45,"Oct 7, 1971 to Sep 28, 1972",Fall 1971,Toei Animation,Manga,25 min. per ep.,G - All Ages,6170.0,9172,1743,3,90,487,99,153,914
Senkou no Night Raid,6.88,"Action, Military, Historical, Super Power",TV,13,"Apr 6, 2010 to Jun 29, 2010",Spring 2010,A-1 Pictures,Original,23 min. per ep.,R - 17+ (violence & profanity),4130.0,2568,39555,50,2896,12178,2682,3510,18289
Seikimatsu Occult Gakuin,7.07,"Sci-Fi, Mystery, Comedy, Supernatural, School",TV,13,"Jul 6, 2010 to Sep 28, 2010",Summer 2010,A-1 Pictures,Original,24 min. per ep.,R - 17+ (violence & profanity),3326.0,1529,90253,192,5100,46937,3735,5171,29310
Shukufuku no Campanella,6.31,"Adventure, Fantasy, Harem, Magic",TV,12,"Jul 3, 2010 to Sep 18, 2010",Summer 2010,AIC,Visual novel,24 min. per ep.,R+ - Mild Nudity,6804.0,3124,27495,25,2069,12633,1370,2738,8685
Kaidan Restaurant,7.27,"Horror, Kids, Mystery, Supernatural",TV,23,"Oct 13, 2009 to Jun 8, 2010",Fall 2009,Toei Animation,Picture book,19 min. per ep.,PG - Children,2506.0,4317,13762,47,956,4837,875,1189,5905
Kaichou wa Maid-sama!,8.06,"Comedy, Romance, School, Shoujo",TV,26,"Apr 2, 2010 to Sep 24, 2010",Spring 2010,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,471.0,90,883462,20397,41284,665028,23351,24711,129088
Uragiri wa Boku no Namae wo Shitteiru,7.26,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai",TV,24,"Apr 12, 2010 to Sep 20, 2010",Spring 2010,J.C.Staff,Manga,23 min. per ep.,R - 17+ (violence & profanity),2550.0,1622,82844,1030,5730,39669,4285,5599,27561
Hidamari Sketch x ☆☆☆,7.93,"Slice of Life, Comedy, School, Seinen",TV,12,"Jan 8, 2010 to Mar 26, 2010",Winter 2010,Shaft,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,643.0,3383,23389,143,744,14798,579,414,6854
Ookamikakushi,6.34,"Action, Mystery, Horror, Supernatural",TV,12,"Jan 8, 2010 to Mar 26, 2010",Winter 2010,AIC,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,6702.0,1869,66271,91,3164,34974,2396,4464,21273
Danball Senki,7.02,"Action, Kids, Mecha",TV,44,"Mar 2, 2011 to Jan 11, 2012",Spring 2011,OLM,Game,23 min. per ep.,G - All Ages,3582.0,5597,7206,42,481,3886,371,450,2018
Shugo Chara! Party!,6.62,"Comedy, Magic, School, Shoujo",TV,25,"Oct 3, 2009 to Mar 27, 2010",Fall 2009,Satelight,Manga,21 min. per ep.,PG - Children,5297.0,1972,61590,278,1785,43498,1654,4066,10587
Ichiban Ushiro no Daimaou,6.89,"Action, Harem, Comedy, Magic, Ecchi, Fantasy, School",TV,12,"Apr 3, 2010 to Jun 19, 2010",Spring 2010,Artland,Light novel,23 min. per ep.,R+ - Mild Nudity,4094.0,333,400743,1198,13870,319770,6044,10167,50892
Miracle☆Train: Oedo-sen e Youkoso,6.52,"Fantasy, Shoujo",TV,13,"Oct 5, 2009 to Dec 28, 2009",Fall 2009,Yumeta Company,Original,23 min. per ep.,PG-13 - Teens 13 or older,5784.0,3869,17618,41,1051,7567,1036,2503,5461
Ougon Senshi Gold Lightan,6.07,"Action, Sci-Fi, Adventure, Mecha",TV,52,"Mar 1, 1981 to Feb 18, 1982",Spring 1981,Tatsunoko Production,Original,25 min. per ep.,PG-13 - Teens 13 or older,7918.0,11009,789,3,69,190,54,92,384
Ladies versus Butlers!,6.64,"Harem, Comedy, Romance, Ecchi, School",TV,12,"Jan 5, 2010 to Mar 23, 2010",Winter 2010,Xebec,Light novel,24 min. per ep.,R+ - Mild Nudity,5189.0,864,173270,239,7421,120376,3585,6161,35727
Anyamal Tantei Kiruminzoo,7.01,"Magic, Comedy, Shoujo",TV,50,"Oct 5, 2009 to Sep 20, 2010",Fall 2009,Satelight,Original,23 min. per ep.,G - All Ages,3601.0,5853,6470,40,479,1559,451,552,3429
Yoroshiku Mechadock,6.3,"Action, Cars, Comedy, Police, Sports",TV,30,"Sep 1, 1984 to Mar 30, 1985",Fall 1984,Tatsunoko Production,Manga,23 min. per ep.,PG-13 - Teens 13 or older,6909.0,9578,1486,4,98,325,60,112,891
Cheburashka Arere?,6.46,"Kids, Slice of Life, Comedy",TV,26,"Oct 7, 2009 to Mar 31, 2010",Fall 2009,GoHands,Book,3 min. per ep.,G - All Ages,6090.0,7788,3048,2,189,1509,214,487,649
Aoi Bungaku Series,7.74,"Drama, Historical, Psychological, Seinen, Thriller",TV,12,"Oct 11, 2009 to Dec 27, 2009",Fall 2009,Madhouse,Novel,23 min. per ep.,R - 17+ (violence & profanity),936.0,885,168859,1376,10668,57772,8972,7439,84008
Naked Wolves,5.96,"Action, Kids, Sports, Comedy",TV,52,"Apr 6, 2009 to Mar 28, 2010",Spring 2009,Kate Arrow,Original,5 min. per ep.,PG - Children,8353.0,11718,593,1,65,173,34,131,190
Gegege no Kitarou (1985),6.54,"Comedy, Supernatural",TV,108,"Oct 12, 1985 to Feb 6, 1988",Fall 1985,Toei Animation,Manga,25 min. per ep.,G - All Ages,5672.0,9172,1746,3,114,546,114,140,832
Bakugan Battle Brawlers: Gundalian Invaders,6.21,"Action, Adventure, Fantasy, Game, Shounen",TV,39,"May 23, 2010 to Jan 29, 2011",Spring 2010,TMS Entertainment,Original,24 min. per ep.,G - All Ages,7294.0,2832,32746,168,663,27684,447,1206,2746
Weiß Survive R,6.1,"Comedy, Ecchi, Game",TV,12,"Dec 5, 2009 to Mar 27, 2010",Winter 2010,Studio Hibari,Card game,2 min. per ep.,PG-13 - Teens 13 or older,7808.0,4896,10024,4,357,6334,216,277,2840
Gowapper 5 Gordam,6.19,"Action, Adventure, Mecha, Sci-Fi",TV,36,"Apr 4, 1976 to Dec 29, 1976",Spring 1976,Tatsunoko Production,Original,25 min. per ep.,PG-13 - Teens 13 or older,7403.0,11914,540,1,30,180,33,66,231
Kaitou Reinya,5.7,Comedy,TV,12,"Jan 9, 2010 to Mar 27, 2010",Winter 2010,Stingray,4-koma manga,3 min. per ep.,PG - Children,9171.0,7806,3020,2,145,1770,98,286,721
Ikkitousen: Xtreme Xecutor,6.78,"Action, Ecchi, Martial Arts, School, Super Power",TV,12,"Mar 26, 2010 to Jun 11, 2010",Spring 2010,"Arms, TNK",Manga,24 min. per ep.,R+ - Mild Nudity,4529.0,2487,41667,50,1698,24543,1061,1252,13113
Saraiya Goyou,7.82,"Mystery, Historical, Drama, Samurai, Seinen",TV,12,"Apr 16, 2010 to Jul 2, 2010",Spring 2010,Manglobe,Manga,23 min. per ep.,PG-13 - Teens 13 or older,800.0,1809,70934,744,3807,26153,2737,1923,36314
Mayoi Neko Overrun!,6.72,"Comedy, Harem, Romance",TV,13,"Apr 6, 2010 to Jun 29, 2010",Spring 2010,AIC,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,4821.0,1233,117221,206,6402,68973,3948,5718,32180
Nurarihyon no Mago,7.65,"Action, Demons, Shounen, Supernatural",TV,24,"Jul 6, 2010 to Dec 21, 2010",Summer 2010,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1144.0,659,222742,1345,13163,129727,8620,8576,62656
Kiss x Sis (TV),6.71,"Harem, Comedy, Romance, Ecchi, School, Seinen",TV,12,"Apr 5, 2010 to Jun 21, 2010",Spring 2010,feel.,Manga,24 min. per ep.,R+ - Mild Nudity,4864.0,292,437709,1547,15531,338218,8858,20436,54666
Gegege no Kitarou (1996),6.69,"Adventure, Demons, Supernatural",TV,114,"Jan 7, 1996 to Mar 29, 1998",Winter 1996,Toei Animation,Manga,25 min. per ep.,G - All Ages,4962.0,8190,2593,5,131,955,169,249,1089
Mitsudomoe,7.59,"Comedy, School, Slice of Life",TV,13,"Jul 3, 2010 to Sep 26, 2010",Summer 2010,Bridge,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1322.0,1512,90822,568,4692,46895,2903,4535,31797
Domo-kun,6.36,"Slice of Life, Comedy, Kids",TV,37,"Dec 22, 1998 to Jan 1, 2008",Winter 1999,dwarf,Original,39 sec. per ep.,G - All Ages,6598.0,8851,1979,7,299,477,168,265,770
Heartcatch Precure!,7.79,"Action, Slice of Life, Comedy, Magic, Fantasy, School, Shoujo",TV,49,"Feb 7, 2010 to Jan 30, 2011",Winter 2010,Toei Animation,Original,24 min. per ep.,G - All Ages,842.0,3335,24088,509,2018,10492,1895,1428,8255
Arakawa Under the Bridge,7.6,"Comedy, Romance, Seinen",TV,13,"Apr 5, 2010 to Jun 28, 2010",Spring 2010,Shaft,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1276.0,485,289994,2132,16248,153237,14493,16155,89861
Major S6,8.38,"Comedy, Drama, Shounen, Sports",TV,25,"Apr 3, 2010 to Sep 25, 2010",Spring 2010,SynergySP,Manga,24 min. per ep.,PG-13 - Teens 13 or older,169.0,2246,50558,426,1705,39583,770,571,7929
Giant Killing,7.58,"Sports, Drama, Seinen",TV,26,"Apr 4, 2010 to Sep 26, 2010",Spring 2010,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1330.0,2047,58297,339,3470,34927,2902,3108,13890
Shinrei Tantei Yakumo,7.35,"Mystery, Horror, Supernatural",TV,13,"Oct 3, 2010 to Dec 26, 2010",Fall 2010,Bee Train,Novel,24 min. per ep.,PG-13 - Teens 13 or older,2107.0,1266,113530,547,6105,61668,4351,5113,36293
Bakuman.,8.23,"Comedy, Drama, Romance, Shounen",TV,25,"Oct 2, 2010 to Apr 2, 2011",Fall 2010,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,274.0,242,490554,8762,25874,291194,20279,16529,136678
Ookiku Furikabutte: Natsu no Taikai-hen,8.04,"Comedy, Seinen, Sports",TV,13,"Apr 2, 2010 to Jun 25, 2010",Spring 2010,A-1 Pictures,Manga,24 min. per ep.,PG-13 - Teens 13 or older,491.0,2656,36732,190,1430,25474,1058,592,8178
Hipira-kun,6.12,"Comedy, Fantasy, Kids, Supernatural, Vampire",TV,10,"Dec 21, 2009 to Dec 25, 2009",Fall 2009,Sunrise,Picture book,5 min. per ep.,PG - Children,7700.0,7965,2811,1,115,1558,62,141,935
Shiki,7.79,"Horror, Mystery, Supernatural, Thriller, Vampire",TV,22,"Jul 9, 2010 to Dec 31, 2010",Summer 2010,Daume,Manga,22 min. per ep.,R - 17+ (violence & profanity),850.0,272,465342,7246,23261,255427,15929,16070,154655
Masuda Kousuke Gekijou Gag Manga Biyori +,7.05,Comedy,TV,12,"Jan 5, 2010 to Jun 29, 2010",Winter 2010,Studio Deen,Manga,5 min. per ep.,PG-13 - Teens 13 or older,3462.0,8835,1998,0,101,820,124,124,829
Tantei Opera Milky Holmes,6.94,"Mystery, Comedy, Super Power",TV,12,"Oct 7, 2010 to Dec 23, 2010",Fall 2010,J.C.Staff,Original,24 min. per ep.,PG-13 - Teens 13 or older,3869.0,2564,39578,217,1791,18777,1533,2545,14932
Ookami-san to Shichinin no Nakama-tachi,7.22,"Comedy, Parody, Romance",TV,12,"Jul 1, 2010 to Sep 16, 2010",Summer 2010,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,2694.0,614,235671,784,11462,147972,6708,7851,61678
Yojouhan Shinwa Taikei,8.61,"Mystery, Comedy, Psychological, Romance",TV,11,"Apr 23, 2010 to Jul 2, 2010",Spring 2010,Madhouse,Novel,23 min. per ep.,R - 17+ (violence & profanity),65.0,454,307558,14335,19309,114567,11664,7132,154886
K-On!!,8.15,"Comedy, Music, School, Slice of Life",TV,26,"Apr 7, 2010 to Sep 29, 2010",Spring 2010,Kyoto Animation,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,361.0,233,509434,11530,30650,345013,21490,15486,96795
Ring ni Kakero 1: Kage Dou-hen,6.42,"Action, Shounen, Sports",TV,6,"Apr 2, 2010 to Jun 17, 2010",Spring 2010,Toei Animation,Manga,21 min. per ep.,PG-13 - Teens 13 or older,6325.0,9817,1337,12,68,451,59,88,671
B-gata H-kei,6.94,"Comedy, Ecchi, Romance, School, Seinen",TV,12,"Apr 2, 2010 to Jun 18, 2010",Spring 2010,"Hal Film Maker, TYO Animations",4-koma manga,24 min. per ep.,R+ - Mild Nudity,3831.0,423,323103,2372,11014,238140,7209,12898,53842
Gon,5.73,"Action, Adventure, Kids",TV,50,"Apr 2, 2012 to Mar 25, 2013",Spring 2012,Daewon Media,Manga,23 min. per ep.,G - All Ages,9078.0,9556,1505,7,113,440,103,321,528
Kemono no Souja Erin Recaps,6.77,"Adventure, Drama, Fantasy, Historical, Slice of Life",TV,10,"Jan 9, 2010 to Mar 13, 2010",Winter 2010,Production I.G,Novel,20 min. per ep.,G - All Ages,4593.0,8654,2134,6,82,687,58,130,1177
Sennin Buraku,5.97,"Comedy, Ecchi",TV,23,"Sep 4, 1963 to Feb 23, 1964",Fall 1963,Eiken,4-koma manga,15 min. per ep.,PG-13 - Teens 13 or older,8317.0,11464,651,1,31,155,38,129,298
Shin Koihime†Musou: Otome Tairan,7.02,"Adventure, Comedy, Ecchi, Fantasy, Historical",TV,12,"Mar 26, 2010 to Jun 17, 2010",Spring 2010,Doga Kobo,Visual novel,25 min. per ep.,R+ - Mild Nudity,3583.0,3814,18085,26,730,10411,479,439,6026
Highschool of the Dead,7.15,"Action, Horror, Supernatural, Ecchi, Shounen",TV,12,"Jul 5, 2010 to Sep 20, 2010",Summer 2010,Madhouse,Manga,24 min. per ep.,R+ - Mild Nudity,2998.0,55,1108591,9653,33575,906093,16677,35059,117187
Densetsu no Yuusha no Densetsu,7.6,"Action, Adventure, Magic, Fantasy, Shounen",TV,24,"Jul 2, 2010 to Dec 17, 2010",Summer 2010,Zexcs,Light novel,24 min. per ep.,R - 17+ (violence & profanity),1259.0,594,244977,1946,14500,149374,8453,7830,64820
Cooking Papa,6.58,"Comedy, Slice of Life",TV,151,"Apr 9, 1992 to May 25, 1995",Spring 1992,Eiken,Manga,25 min. per ep.,G - All Ages,5469.0,9792,1369,3,88,310,72,120,779
Kuragehime,8.13,"Slice of Life, Comedy, Josei",TV,11,"Oct 15, 2010 to Dec 31, 2010",Fall 2010,Brain's Base,Manga,22 min. per ep.,PG-13 - Teens 13 or older,380.0,815,183836,3908,6446,114366,4446,3057,55521
Mighty Orbots,5.89,"Sci-Fi, Adventure, Comedy, Mecha",TV,13,"Sep 8, 1984 to Dec 15, 1984",Fall 1984,Tokyo Movie Shinsha,Original,23 min. per ep.,G - All Ages,8562.0,11791,571,1,29,196,27,75,244
Akuma-kun,6.17,"Adventure, Fantasy, Horror, Magic, Supernatural",TV,42,"Apr 15, 1989 to Mar 24, 1990",Spring 1989,Toei Animation,Manga,25 min. per ep.,G - All Ages,7479.0,10929,809,1,40,220,32,111,406
Hime Chen! Otogi Chikku Idol Lilpri,7.0,"Magic, Shoujo",TV,51,"Apr 4, 2010 to Mar 27, 2011",Spring 2010,TMS Entertainment,Game,24 min. per ep.,PG - Children,3631.0,5159,8742,65,706,3529,653,1154,2700
Genji Tsuushin Agedama,6.33,"Action, Parody, Comedy, Sci-Fi",TV,51,"Oct 4, 1991 to Sep 25, 1992",Fall 1991,Gallop,Original,25 min. per ep.,R+ - Mild Nudity,6741.0,10434,1019,2,65,205,34,76,639
Aa Harimanada,6.12,"Sports, Martial Arts, Seinen",TV,23,"Apr 23, 1992 to Oct 1, 1992",Spring 1992,E&G Films,Manga,24 min. per ep.,PG-13 - Teens 13 or older,7701.0,9863,1308,6,77,506,57,133,535
Jewelpet Twinkle☆,7.38,"Fantasy, Magic, School, Shoujo",TV,52,"Apr 3, 2010 to Apr 2, 2011",Spring 2010,Studio Comet,Original,24 min. per ep.,PG - Children,1978.0,5243,8462,96,495,4665,411,489,2402
Muumin,7.06,"Adventure, Comedy, Fantasy, Slice of Life",TV,65,"Oct 5, 1969 to Dec 27, 1970",Fall 1969,Mushi Production,Book,25 min. per ep.,G - All Ages,3429.0,6695,4633,29,210,2376,202,333,1512
Muumin (1972),6.58,"Adventure, Comedy, Fantasy, Slice of Life",TV,52,"Jan 9, 1972 to Dec 31, 1972",Winter 1972,Mushi Production,Book,25 min. per ep.,G - All Ages,5493.0,8936,1926,7,83,953,72,170,648
Rio: Rainbow Gate!,5.89,"Game, Comedy, Ecchi",TV,13,"Jan 4, 2011 to Mar 29, 2011",Winter 2011,Xebec,Other,23 min. per ep.,PG-13 - Teens 13 or older,8551.0,2772,34028,36,2142,14909,1598,5111,10268
Hyakka Ryouran: Samurai Girls,6.83,"Action, Harem, Comedy, Ecchi, Samurai, School",TV,12,"Sep 4, 2010 to Dec 20, 2010",Fall 2010,Arms,Light novel,24 min. per ep.,R+ - Mild Nudity,4318.0,973,152082,275,8538,91219,5008,7512,39805
SD Gundam Sangokuden Brave Battle Warriors,6.34,"Action, Historical, Mecha",TV,51,"Apr 3, 2010 to Mar 19, 2011",Spring 2010,Sunrise,Original,12 min. per ep.,PG - Children,6703.0,7197,3843,2,259,1640,203,453,1288
Tegamibachi Reverse,7.78,"Adventure, Supernatural, Fantasy, Shounen",TV,25,"Oct 3, 2010 to Mar 26, 2011",Fall 2010,Studio Pierrot,Manga,20 min. per ep.,PG-13 - Teens 13 or older,873.0,2145,53986,228,2621,31166,2210,1599,16390
Cyborg 009 (TV),6.89,"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,26,"Apr 5, 1968 to Sep 27, 1968",Spring 1968,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4056.0,6350,5240,16,198,2290,368,385,1999
Sora no Otoshimono: Forte,7.55,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,12,"Oct 2, 2010 to Dec 18, 2010",Fall 2010,AIC ASTA,Manga,23 min. per ep.,PG-13 - Teens 13 or older,1414.0,592,245833,997,6462,200435,3360,3564,32012
Marie & Gali ver. 2.0,5.94,Comedy,TV,30,"Mar 20, 2010 to Mar 22, 2011",Spring 2010,Toei Animation,Original,5 min. per ep.,PG-13 - Teens 13 or older,8418.0,10809,857,0,60,249,46,70,432
Metal Fight Beyblade: Baku,6.78,"Adventure, Comedy, Sports",TV,51,"Apr 4, 2010 to Mar 27, 2011",Spring 2010,"Tatsunoko Production, SynergySP",Manga,25 min. per ep.,PG - Children,4538.0,2978,30297,95,529,26537,351,635,2245
MM!,7.12,"Harem, Comedy, Ecchi, School",TV,12,"Oct 2, 2010 to Dec 18, 2010",Fall 2010,Xebec,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,3123.0,716,204287,694,7829,144299,4394,7270,40495
Gosick,8.1,"Mystery, Historical, Drama, Romance",TV,24,"Jan 8, 2011 to Jul 2, 2011",Winter 2011,Bones,Light novel,24 min. per ep.,R - 17+ (violence & profanity),415.0,307,428699,7558,25532,221312,20923,19280,141652
Hourou Musuko,7.74,"Drama, Romance, School, Seinen, Slice of Life",TV,11,"Jan 14, 2011 to Apr 1, 2011",Winter 2011,AIC Classic,Manga,23 min. per ep.,PG-13 - Teens 13 or older,944.0,1353,104533,994,5830,40667,4758,4611,48667
Togainu no Chi,6.28,"Action, Sci-Fi, Shounen Ai",TV,12,"Oct 8, 2010 to Dec 23, 2010",Fall 2010,A-1 Pictures,Visual novel,24 min. per ep.,R - 17+ (violence & profanity),7003.0,1731,75396,392,4166,40571,2877,6020,21762
Otome Youkai Zakuro,7.47,"Demons, Historical, Military, Romance, Seinen, Supernatural",TV,13,"Oct 5, 2010 to Dec 28, 2010",Fall 2010,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1680.0,1389,100477,393,5287,55487,3484,3849,32370
